,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
127,111.0,Jim Washington,31.0,ATL,PF,38.0,,905.0,10.9,0.475,0.212,5.3,16.1,10.4,10.2,1.1,0.8,0.7,0.7,1.3,0.071,-0.8,0.1,-0.7,0.3,
128,111.0,Jim Washington,31.0,BUF,PF,42.0,,674.0,10.6,0.49,0.235,9.1,20.2,14.9,8.1,0.7,1.0,0.3,0.7,1.0,0.074,-1.4,-0.2,-1.6,0.1,
129,112.0,Ron Riley,24.0,HOU,PF,77.0,,1578.0,11.4,0.452,0.206,9.7,17.3,13.4,11.0,1.7,0.8,0.2,1.4,1.6,0.048,-1.5,-0.3,-1.8,0.1,
130,113.0,Tal Skinner,22.0,SEA,SF,73.0,,1574.0,9.0,0.445,0.28,8.8,13.7,11.2,6.9,1.4,0.6,0.1,1.3,1.5,0.045,-2.1,-0.3,-2.4,-0.2,
131,114.0,Gary Melchionni,24.0,PHO,SG,68.0,,1529.0,12.3,0.481,0.262,3.0,9.7,6.3,14.5,1.4,0.4,1.1,1.0,2.1,0.065,-1.2,-0.4,-1.5,0.2,
132,115.0,Brian Winters,22.0,LAL,SG,68.0,,1516.0,14.7,0.467,0.114,2.5,6.2,4.4,20.7,2.2,0.6,0.4,0.7,1.1,0.035,-1.1,-0.8,-1.9,0.0,
133,116.0,George Trapp,26.0,DET,PF,78.0,,1472.0,12.3,0.476,0.201,5.4,15.2,10.3,6.7,1.2,0.5,0.1,0.9,1.0,0.033,-2.8,-1.7,-4.5,-0.9,
134,117.0,Keith Erickson,30.0,PHO,SF,49.0,,1469.0,13.9,0.483,0.28,4.8,12.3,8.5,16.7,1.6,0.4,1.2,1.2,2.4,0.078,-0.6,-0.2,-0.9,0.4,
135,118.0,Zaid Abdul-Aziz,28.0,HOU,C,65.0,,1450.0,17.1,0.501,0.377,11.8,25.8,18.8,8.2,1.2,2.8,1.9,1.8,3.7,0.124,0.8,-0.5,0.4,0.9,
136,119.0,George Johnson,26.0,GSW,C,82.0,,1439.0,14.4,0.507,0.285,14.6,24.3,19.5,5.6,1.0,4.9,1.3,2.3,3.6,0.121,-0.6,0.9,0.3,0.8,
137,120.0,Jimmy Jones,30.0,WSB,PG,73.0,,1424.0,13.2,0.559,0.355,2.5,7.1,4.8,15.1,2.4,0.4,1.8,2.2,4.1,0.137,-1.6,1.9,0.3,0.8,
138,121.0,Mel Counts,33.0,NOJ,C,75.0,,1421.0,14.8,0.477,0.228,7.0,24.7,15.5,18.7,1.5,1.6,0.2,1.8,2.0,0.069,-0.9,1.1,0.2,0.8,
139,122.0,Henry Bibby,25.0,2TM,PG,75.0,,1400.0,14.6,0.482,0.305,3.4,6.8,5.0,19.8,1.7,0.1,0.7,0.8,1.5,0.052,-0.8,-1.0,-1.8,0.1,
140,122.0,Henry Bibby,25.0,NYK,PG,47.0,,876.0,14.7,0.483,0.24,3.4,7.0,5.2,18.5,1.5,0.2,0.6,0.5,1.1,0.063,-0.3,-1.0,-1.3,0.1,
141,122.0,Henry Bibby,25.0,NOJ,PG,28.0,,524.0,14.4,0.481,0.425,3.3,6.3,4.8,21.9,2.1,0.0,0.1,0.3,0.4,0.035,-1.7,-0.9,-2.6,-0.1,
142,123.0,Herm Gilliam,28.0,ATL,SG,60.0,,1393.0,16.2,0.459,0.154,5.0,9.5,7.1,19.1,2.5,0.5,1.4,1.1,2.5,0.087,0.9,0.2,1.1,1.1,
143,124.0,Corky Calhoun,24.0,2TM,SF,70.0,,1378.0,9.1,0.458,0.242,7.7,11.1,9.4,7.5,1.8,0.9,0.0,0.9,1.0,0.033,-2.8,0.0,-2.8,-0.2,
144,124.0,Corky Calhoun,24.0,PHO,SF,13.0,,108.0,13.7,0.492,0.469,13.1,18.4,15.7,5.0,2.6,1.0,0.1,0.1,0.2,0.094,-3.0,0.2,-2.8,0.0,
145,124.0,Corky Calhoun,24.0,LAL,SF,57.0,,1270.0,8.7,0.453,0.217,7.2,10.5,8.9,7.7,1.7,0.9,0.0,0.8,0.7,0.028,-2.8,0.0,-2.8,-0.2,
146,125.0,Don Adams,27.0,DET,SF,51.0,,1376.0,8.4,0.428,0.248,5.1,14.3,9.7,7.3,2.4,0.8,-0.8,1.3,0.5,0.017,-3.4,0.7,-2.7,-0.2,
147,126.0,LaRue Martin,24.0,POR,C,81.0,,1372.0,13.6,0.488,0.272,10.9,19.9,15.6,7.3,1.1,1.9,0.2,1.6,1.9,0.065,-2.5,-0.9,-3.3,-0.5,
148,127.0,Freddie Boyd,24.0,PHI,PG,66.0,13.0,1362.0,9.6,0.426,0.232,1.2,5.5,3.3,17.2,1.5,0.2,-1.0,0.7,-0.3,-0.01,-3.7,-0.9,-4.5,-0.9,
149,128.0,Nick Weatherspoon,24.0,WSB,SF,82.0,,1347.0,14.5,0.494,0.246,9.8,15.9,12.9,5.4,2.2,0.8,1.0,2.6,3.6,0.128,-1.5,0.6,-0.9,0.4,
150,129.0,Bob Weiss,32.0,BUF,PG,76.0,,1338.0,10.5,0.444,0.257,1.7,6.1,4.0,23.6,2.7,0.7,-0.1,1.2,1.1,0.04,-2.4,1.2,-1.2,0.3,
151,130.0,Steve Patterson,26.0,CLE,C,81.0,,1269.0,11.3,0.441,0.189,9.4,18.2,13.8,10.0,0.8,0.9,0.2,1.3,1.5,0.055,-1.4,-0.5,-1.9,0.0,
152,131.0,Lee Winfield,27.0,BUF,PG,68.0,,1259.0,11.8,0.551,0.218,3.8,6.3,5.1,13.8,1.5,1.2,1.6,0.8,2.4,0.093,-0.1,0.6,0.5,0.8,
153,132.0,Zelmo Beaty,35.0,LAL,C,69.0,,1213.0,12.8,0.514,0.435,7.4,18.3,12.9,8.2,1.7,1.2,1.1,1.2,2.3,0.091,-1.1,0.2,-0.9,0.3,
154,133.0,Rowland Garrett,24.0,CHI,SF,70.0,,1183.0,14.2,0.516,0.205,7.2,14.8,11.0,6.0,1.0,0.6,1.6,1.5,3.1,0.126,-0.1,-0.8,-0.9,0.3,
155,134.0,Tom Boerwinkle,29.0,CHI,C,80.0,,1175.0,18.6,0.539,0.351,9.5,24.5,17.0,33.8,1.0,2.2,1.6,2.2,3.8,0.153,1.7,2.9,4.5,1.9,
156,135.0,Howard Porter,26.0,2TM,SF,58.0,,1163.0,13.4,0.524,0.192,7.4,16.3,11.9,2.5,0.9,1.2,1.6,0.8,2.4,0.101,0.0,-1.4,-1.4,0.2,
157,135.0,Howard Porter,26.0,NYK,SF,17.0,,133.0,8.4,0.413,0.25,10.1,19.9,14.9,2.0,1.0,0.4,0.0,0.1,0.1,0.033,-3.3,-0.7,-4.0,-0.1,
158,135.0,Howard Porter,26.0,DET,SF,41.0,,1030.0,14.0,0.535,0.186,7.1,15.9,11.5,2.5,0.9,1.3,1.7,0.7,2.3,0.109,0.4,-1.5,-1.0,0.3,
159,136.0,Lenny Wilkens,37.0,POR,PG,65.0,,1161.0,16.6,0.536,0.649,3.6,7.1,5.4,27.2,3.0,0.4,1.5,1.2,2.7,0.111,0.6,0.7,1.3,1.0,
160,137.0,Bill Walton,22.0,POR,C,35.0,,1153.0,20.0,0.553,0.397,8.8,30.4,20.0,20.5,1.2,4.3,1.5,2.2,3.6,0.151,2.1,3.0,5.1,2.1,
161,138.0,Jeff Mullins,32.0,GSW,SG,66.0,,1141.0,15.2,0.488,0.169,3.9,6.6,5.3,18.3,2.2,0.6,1.4,0.9,2.3,0.097,0.1,-0.4,-0.3,0.5,
162,139.0,Fred Foster,28.0,CLE,SF,73.0,,1136.0,11.5,0.446,0.186,5.2,5.1,5.1,13.6,0.9,0.1,0.0,0.4,0.4,0.017,-2.0,-2.0,-4.0,-0.6,
163,140.0,Neal Walk,26.0,2TM,C,67.0,,1125.0,14.8,0.464,0.222,7.9,23.0,15.2,16.5,1.5,1.1,-0.1,1.3,1.2,0.053,-1.5,0.3,-1.3,0.2,
164,140.0,Neal Walk,26.0,NOJ,C,37.0,,851.0,15.4,0.465,0.223,8.3,23.0,15.4,18.0,1.5,1.2,0.0,1.0,1.0,0.055,-1.0,0.4,-0.6,0.3,
165,140.0,Neal Walk,26.0,NYK,C,30.0,,274.0,13.0,0.46,0.217,6.8,22.8,14.7,11.8,1.2,0.6,0.0,0.3,0.3,0.046,-3.2,-0.1,-3.3,-0.1,
166,141.0,Allan Bristow,23.0,PHI,SF,72.0,3.0,1101.0,14.7,0.486,0.389,10.1,13.3,11.7,13.0,1.1,0.1,1.1,0.8,1.9,0.082,0.3,-1.1,-0.8,0.3,
167,142.0,Austin Carr,26.0,CLE,SG,41.0,,1081.0,18.9,0.507,0.197,5.0,5.5,5.3,22.8,2.1,0.1,2.1,0.8,2.9,0.127,2.9,-0.5,2.4,1.2,
168,143.0,Jim Davis,33.0,DET,C,79.0,,1078.0,14.5,0.515,0.45,9.9,19.1,14.5,11.5,2.2,1.8,1.1,1.3,2.3,0.104,-0.2,1.0,0.8,0.8,
169,144.0,Mickey Davis,24.0,MIL,SF,75.0,,1077.0,14.4,0.53,0.242,6.8,15.9,11.5,10.3,1.3,0.2,1.6,1.0,2.6,0.116,0.2,-0.3,-0.2,0.5,
170,145.0,Rick Adelman,28.0,3TM,PG,58.0,,1074.0,11.1,0.474,0.354,2.3,6.8,4.5,14.7,2.9,0.4,0.2,1.2,1.3,0.059,-2.7,1.4,-1.3,0.2,
171,145.0,Rick Adelman,28.0,CHI,PG,12.0,,340.0,11.3,0.47,0.375,1.9,6.2,4.0,15.4,2.3,0.2,0.1,0.4,0.5,0.075,-2.4,0.6,-1.8,0.0,
172,145.0,Rick Adelman,28.0,NOJ,PG,28.0,,613.0,11.2,0.473,0.371,2.1,7.1,4.5,15.5,3.4,0.5,0.0,0.6,0.6,0.047,-2.9,2.0,-0.9,0.2,
173,145.0,Rick Adelman,28.0,KCO,PG,18.0,,121.0,10.0,0.497,0.179,5.1,6.9,6.0,9.2,2.7,0.4,0.1,0.1,0.2,0.077,-2.9,0.9,-2.0,0.0,
174,146.0,Foots Walker,23.0,CLE,PG,72.0,,1070.0,14.2,0.463,0.425,4.7,9.8,7.2,23.8,3.6,0.4,0.1,1.4,1.5,0.067,-1.8,2.0,0.1,0.6,
175,147.0,Otto Moore,28.0,2TM,C,42.0,,1066.0,11.5,0.482,0.263,8.4,23.1,15.5,10.7,0.9,2.0,0.1,1.2,1.3,0.056,-2.2,0.5,-1.7,0.1,
176,147.0,Otto Moore,28.0,DET,C,2.0,,11.0,5.4,0.307,0.5,0.0,19.8,10.0,12.2,0.0,4.9,0.0,0.0,0.0,-0.138,-4.8,0.0,-4.8,0.0,
177,147.0,Otto Moore,28.0,NOJ,C,40.0,,1055.0,11.5,0.485,0.26,8.5,23.2,15.6,10.7,0.9,2.0,0.1,1.1,1.3,0.058,-2.1,0.5,-1.7,0.1,
178,148.0,Fred Saunders,23.0,PHO,SF,69.0,,1059.0,13.2,0.467,0.234,7.8,16.8,12.3,11.0,1.8,0.8,0.2,1.1,1.3,0.06,-1.8,0.0,-1.8,0.1,
179,149.0,Phil Smith,22.0,GSW,SG,74.0,,1055.0,17.6,0.533,0.341,4.7,8.3,6.5,17.5,2.6,0.0,2.0,0.9,2.9,0.132,0.4,-0.2,0.2,0.6,
180,150.0,Cazzie Russell,30.0,LAL,SF,40.0,,1055.0,16.5,0.499,0.195,3.1,7.3,5.2,17.0,1.2,0.1,1.6,0.2,1.8,0.083,1.3,-2.0,-0.7,0.3,
181,151.0,Earl Williams,23.0,PHO,C,79.0,,1040.0,15.2,0.422,0.261,15.2,30.1,22.5,13.1,1.2,1.7,-0.5,1.6,1.0,0.048,-1.3,-0.3,-1.6,0.1,
182,152.0,Connie Hawkins,32.0,LAL,PF,43.0,,1026.0,13.0,0.471,0.306,5.1,13.3,9.2,16.2,2.2,1.1,0.2,0.9,1.1,0.054,-1.3,0.7,-0.6,0.4,
183,153.0,Pat Riley,29.0,LAL,SF,46.0,,1016.0,12.4,0.45,0.178,2.4,5.6,4.0,18.5,1.6,0.2,-0.2,0.3,0.0,0.002,-2.7,-1.8,-4.5,-0.6,
184,154.0,Truck Robinson,23.0,WSB,PF,76.0,,995.0,15.1,0.498,0.293,9.5,20.9,15.2,5.7,1.6,1.7,0.6,2.1,2.7,0.13,-0.9,0.6,-0.3,0.4,
185,155.0,Dale Schlueter,29.0,BUF,C,76.0,,962.0,13.1,0.579,0.68,8.6,18.9,14.0,13.4,0.8,2.2,0.9,1.1,2.0,0.102,-1.4,1.4,0.0,0.5,
186,156.0,Barry Clemens,31.0,POR,SF,77.0,,952.0,13.2,0.499,0.169,3.8,13.5,8.9,11.7,3.3,0.1,0.3,1.3,1.6,0.079,-2.3,1.3,-0.9,0.3,
187,157.0,Kermit Washington,23.0,LAL,PF,55.0,,949.0,12.0,0.472,0.589,10.8,24.4,17.6,9.1,1.2,1.7,-0.2,1.2,0.9,0.046,-3.1,0.0,-3.1,-0.3,
188,158.0,Wardell Jackson,23.0,SEA,SF,56.0,,939.0,7.0,0.445,0.293,5.8,8.8,7.3,4.1,1.3,0.3,-0.2,0.5,0.3,0.015,-3.9,-1.0,-4.9,-0.7,
189,159.0,John Block,30.0,2TM,PF,54.0,,939.0,17.0,0.528,0.416,7.7,18.2,13.0,8.6,2.1,1.9,1.4,1.7,3.1,0.159,0.3,1.1,1.4,0.8,
190,159.0,John Block,30.0,NOJ,PF,4.0,,57.0,15.2,0.404,0.345,10.2,21.8,15.8,18.1,3.1,0.9,-0.1,0.1,0.0,0.002,-3.5,0.2,-3.3,0.0,
191,159.0,John Block,30.0,CHI,PF,50.0,,882.0,17.2,0.539,0.423,7.6,17.9,12.8,8.0,2.1,2.0,1.5,1.6,3.1,0.17,0.5,1.2,1.7,0.8,
192,160.0,Mel Davis,24.0,NYK,PF,62.0,,903.0,12.6,0.418,0.177,8.0,29.5,18.6,8.8,0.8,0.5,-0.7,1.1,0.4,0.024,-2.0,-1.2,-3.2,-0.3,
193,161.0,Steve Hawes,24.0,HOU,C,55.0,,897.0,16.7,0.536,0.197,9.9,24.4,17.1,13.7,1.9,2.2,1.3,1.2,2.5,0.132,1.2,1.2,2.4,1.0,
194,162.0,Eric Money,19.0,DET,SG,66.0,,889.0,11.3,0.471,0.141,3.4,7.5,5.4,16.9,1.8,0.1,0.0,0.4,0.3,0.019,-3.0,-0.9,-3.9,-0.4,
195,163.0,Greg Jackson,22.0,2TM,SG,49.0,,802.0,7.6,0.448,0.352,2.4,6.5,4.4,15.7,1.3,0.6,-0.5,0.4,-0.1,-0.005,-4.6,0.0,-4.6,-0.6,
196,163.0,Greg Jackson,22.0,NYK,SG,5.0,,27.0,6.7,0.4,0.0,7.6,0.0,3.9,15.8,0.0,0.0,0.0,0.0,0.0,-0.04,-4.2,-0.5,-4.7,0.0,
197,163.0,Greg Jackson,22.0,PHO,SG,44.0,,775.0,7.6,0.45,0.373,2.2,6.7,4.4,15.7,1.4,0.6,-0.5,0.4,-0.1,-0.003,-4.7,0.0,-4.6,-0.5,
198,164.0,Bob Kauffman,28.0,ATL,PF,73.0,,797.0,12.6,0.478,0.322,7.8,15.0,11.1,14.1,1.1,0.3,0.7,0.5,1.2,0.071,-0.7,-0.6,-1.3,0.1,
199,165.0,Phil Lumpkin,23.0,POR,PG,48.0,,792.0,11.5,0.488,0.205,1.4,6.2,3.9,29.8,1.2,0.2,0.2,0.3,0.5,0.031,-1.6,-1.4,-3.0,-0.2,
200,166.0,John Wetzel,30.0,ATL,SG,63.0,,785.0,12.2,0.509,0.377,4.0,10.6,7.1,13.0,2.9,0.5,0.7,0.8,1.5,0.093,-1.9,1.9,0.1,0.4,
201,167.0,Mike D'Antoni,23.0,KCO,SG,67.0,,759.0,10.8,0.44,0.208,1.8,8.7,5.3,19.2,4.1,0.8,-0.4,1.2,0.8,0.049,-3.7,3.3,-0.5,0.3,
202,168.0,Charles Dudley,24.0,GSW,PG,67.0,,756.0,14.8,0.528,0.447,7.8,10.9,9.4,16.9,2.4,0.1,0.9,0.7,1.6,0.104,-0.4,0.2,-0.2,0.3,
203,169.0,Tom Kozelko,23.0,WSB,PF,73.0,,754.0,6.7,0.413,0.216,6.6,12.0,9.3,6.6,1.7,0.4,-0.5,1.2,0.7,0.046,-4.4,1.1,-3.4,-0.3,
204,170.0,Campy Russell,23.0,CLE,SF,68.0,,754.0,15.8,0.484,0.452,6.0,15.4,10.7,9.1,1.3,0.2,0.4,0.7,1.1,0.069,-1.3,-1.4,-2.7,-0.1,
205,171.0,Cliff Meely,27.0,HOU,PF,48.0,,753.0,14.7,0.487,0.269,8.1,16.2,12.2,9.0,1.3,1.5,0.4,0.6,1.0,0.067,-1.7,-1.1,-2.8,-0.2,
206,172.0,Jim Ard,26.0,BOS,C,59.0,,719.0,9.5,0.384,0.244,8.2,19.2,13.8,7.1,0.8,2.3,-0.8,1.1,0.4,0.025,-4.2,0.1,-4.0,-0.4,
207,173.0,Ernie DiGregorio,24.0,BUF,PG,31.0,,712.0,12.3,0.475,0.192,0.9,5.4,3.2,28.1,1.2,0.0,0.3,0.3,0.6,0.039,-1.5,-1.8,-3.3,-0.2,
208,174.0,Clem Haskins,31.0,WSB,SG,70.0,,702.0,11.8,0.445,0.217,4.1,7.3,5.7,15.3,1.5,0.5,0.0,0.9,1.0,0.065,-2.0,0.0,-2.0,0.0,
209,175.0,Rod Derline,22.0,SEA,SG,58.0,,666.0,12.2,0.458,0.169,1.8,7.3,4.5,10.2,1.6,0.3,0.1,0.4,0.5,0.033,-1.7,-1.4,-3.1,-0.2,
210,176.0,John Tschogl,24.0,PHI,SF,39.0,14.0,623.0,7.8,0.377,0.149,8.4,9.7,9.0,6.4,1.9,2.1,-0.5,0.6,0.1,0.011,-3.2,1.0,-2.2,0.0,
211,177.0,Nate Hawthorne,25.0,PHO,SG,50.0,,618.0,13.3,0.452,0.328,5.6,9.8,7.6,9.5,2.2,1.8,-0.2,0.6,0.5,0.035,-2.2,0.0,-2.2,0.0,
212,178.0,John Hummer,26.0,SEA,PF,43.0,,568.0,5.6,0.368,0.472,5.0,13.8,9.4,8.3,0.6,0.6,-0.7,0.4,-0.3,-0.027,-4.1,-0.7,-4.8,-0.4,
213,179.0,Don Smith,23.0,PHI,SG,54.0,0.0,538.0,12.6,0.428,0.065,2.6,3.0,2.8,14.7,1.7,0.3,-0.2,0.3,0.0,0.004,-1.9,-1.4,-3.3,-0.2,
214,180.0,Harvey Catchings,23.0,PHI,C,37.0,0.0,528.0,12.1,0.576,0.338,9.3,20.1,14.7,5.2,0.9,6.0,0.3,0.8,1.2,0.107,-2.1,3.1,1.0,0.4,
215,181.0,Ron Williams,30.0,MIL,PG,46.0,,526.0,9.2,0.416,0.176,2.1,6.3,4.3,17.9,2.1,0.2,-0.4,0.4,0.0,0.001,-4.3,-0.1,-4.3,-0.3,
216,182.0,Greg Smith,28.0,POR,SF,55.0,,519.0,10.4,0.521,0.329,6.1,11.6,9.0,7.2,1.9,0.6,0.1,0.5,0.6,0.058,-3.1,0.0,-3.0,-0.1,
217,183.0,Hank Finkel,32.0,BOS,C,62.0,,518.0,7.5,0.429,0.333,6.4,15.0,10.8,7.7,0.6,0.3,-0.2,0.6,0.4,0.038,-3.7,-0.1,-3.8,-0.2,
218,184.0,Steve Kuberski,27.0,MIL,SF,59.0,,517.0,11.6,0.457,0.352,10.9,13.9,12.4,9.0,1.0,0.3,0.2,0.4,0.6,0.056,-1.6,-1.2,-2.8,-0.1,
219,185.0,Tom Riker,24.0,NYK,C,51.0,,483.0,9.4,0.415,0.558,8.5,14.7,11.6,5.3,1.4,0.6,-0.4,0.4,0.0,0.002,-3.5,-1.0,-4.5,-0.3,
220,186.0,Bill Hewitt,30.0,CHI,PF,18.0,,467.0,10.3,0.453,0.178,6.8,19.3,13.1,7.6,0.9,1.2,0.1,0.7,0.8,0.081,-1.7,0.3,-1.4,0.1,
221,187.0,Dennis Bell,23.0,NYK,SF,52.0,,465.0,11.2,0.396,0.199,10.6,13.0,11.8,7.6,2.2,1.0,-0.4,0.5,0.1,0.013,-2.0,-0.4,-2.4,0.0,
222,188.0,Dan Anderson,24.0,POR,SG,43.0,,453.0,11.2,0.508,0.286,1.9,4.6,3.4,23.7,1.6,0.1,0.2,0.2,0.5,0.05,-1.6,-0.7,-2.3,0.0,
223,189.0,Kevin Stacom,23.0,BOS,SG,61.0,,447.0,12.0,0.499,0.208,6.7,5.5,6.1,14.7,1.1,0.3,0.4,0.4,0.9,0.092,-1.5,-0.3,-1.7,0.0,
224,190.0,Gus Bailey,23.0,HOU,SG,47.0,,446.0,11.4,0.423,0.325,5.7,14.8,10.3,17.5,1.8,2.0,-0.3,0.4,0.2,0.017,-1.5,0.8,-0.8,0.1,
225,191.0,Ken Durrett,26.0,2TM,SF,48.0,0.0,445.0,10.1,0.437,0.313,8.0,15.5,11.7,6.0,0.9,1.0,-0.3,0.4,0.1,0.013,-3.9,-0.8,-4.7,-0.3,
226,191.0,Ken Durrett,26.0,KCO,SF,21.0,,175.0,11.2,0.432,0.256,8.3,15.4,11.9,7.1,1.3,1.2,-0.2,0.2,0.0,0.01,-3.8,-0.8,-4.5,-0.1,
227,191.0,Ken Durrett,26.0,PHI,SF,27.0,0.0,270.0,9.4,0.441,0.364,7.8,15.5,11.6,5.2,0.7,0.8,-0.1,0.2,0.1,0.015,-3.9,-0.8,-4.8,-0.2,
228,192.0,Jim Owens,24.0,PHO,SF,41.0,,432.0,9.3,0.408,0.11,1.6,8.7,5.1,15.7,1.7,0.3,-0.2,0.3,0.1,0.013,-2.8,-0.2,-3.0,-0.1,
229,193.0,Bernie Fryer,25.0,NOJ,SG,31.0,,432.0,11.0,0.508,0.406,3.6,7.2,5.3,16.5,2.2,0.0,0.1,0.3,0.4,0.048,-3.0,0.4,-2.5,-0.1,
230,194.0,Stan Love,25.0,LAL,PF,30.0,,431.0,14.7,0.486,0.34,6.9,14.5,10.8,9.1,1.7,1.5,0.1,0.4,0.5,0.054,-2.1,-0.6,-2.7,-0.1,
231,195.0,Bobby Wilson,24.0,CHI,SG,48.0,,425.0,20.4,0.551,0.258,4.5,8.4,6.4,16.1,2.5,0.1,1.0,0.6,1.6,0.181,2.1,0.7,2.8,0.5,
232,196.0,Dick Gibbs,26.0,WSB,SF,59.0,,424.0,11.0,0.449,0.337,6.1,8.3,7.2,6.2,1.3,0.4,-0.1,0.6,0.4,0.05,-3.3,-1.0,-4.3,-0.2,
233,197.0,Bill Bridges,35.0,2TM,PF,32.0,,415.0,9.8,0.403,0.366,14.9,16.2,15.5,9.4,1.2,0.6,-0.1,0.3,0.2,0.022,-2.8,-0.8,-3.7,-0.2,
234,197.0,Bill Bridges,35.0,LAL,PF,17.0,,307.0,9.6,0.399,0.526,14.4,14.8,14.6,11.1,1.0,0.8,-0.1,0.2,0.1,0.014,-2.7,-0.7,-3.4,-0.1,
235,197.0,Bill Bridges,35.0,GSW,PF,15.0,,108.0,10.6,0.41,0.111,16.2,20.0,18.1,4.6,1.7,0.0,0.0,0.1,0.1,0.047,-3.3,-1.1,-4.3,-0.1,
236,198.0,Len Kosmalski,23.0,KCO,C,67.0,,413.0,10.0,0.47,0.349,7.8,22.1,14.9,13.3,0.7,0.8,0.0,0.5,0.5,0.055,-2.9,0.4,-2.5,0.0,
237,199.0,Jesse Dark,23.0,NYK,SG,47.0,,401.0,11.0,0.487,0.255,3.8,5.8,4.8,11.2,0.3,0.1,0.2,0.1,0.3,0.034,-1.7,-2.0,-3.7,-0.2,
238,200.0,Glenn McDonald,22.0,BOS,SF,62.0,,395.0,9.7,0.424,0.203,5.1,12.0,8.6,8.3,0.9,0.6,-0.3,0.5,0.2,0.022,-4.0,-1.0,-5.0,-0.3,
239,201.0,Lou Hudson,30.0,ATL,SG,11.0,,380.0,17.4,0.484,0.253,3.4,9.0,6.0,17.3,1.5,0.3,0.6,0.2,0.8,0.1,1.4,-1.0,0.5,0.2,
240,202.0,Willie Norwood,27.0,DET,SF,24.0,,347.0,17.3,0.562,0.341,9.9,17.9,13.9,7.1,3.2,0.0,0.6,0.4,1.1,0.146,0.0,0.4,0.3,0.2,
241,203.0,Steve Bracey,24.0,GSW,SG,42.0,,340.0,12.4,0.453,0.292,2.9,8.1,5.4,19.6,1.8,0.2,0.0,0.2,0.3,0.037,-2.4,-0.9,-3.3,-0.1,
242,204.0,Rick Roberson,27.0,NOJ,C,16.0,,339.0,13.1,0.474,0.37,11.2,24.1,17.4,9.8,0.9,1.3,0.0,0.4,0.4,0.053,-1.9,-0.6,-2.6,-0.1,
243,205.0,Mickey Johnson,22.0,CHI,PF,38.0,,291.0,17.6,0.498,0.492,11.6,22.3,17.0,11.2,1.7,2.1,0.1,0.6,0.7,0.117,-2.0,0.5,-1.5,0.1,
244,206.0,Lamar Green,27.0,NOJ,C,15.0,,280.0,8.4,0.362,0.286,9.7,30.0,19.5,7.6,0.6,0.9,-0.4,0.3,-0.1,-0.014,-3.7,-0.6,-4.3,-0.2,
245,207.0,Al Eberhard,22.0,DET,SF,34.0,,277.0,9.4,0.419,0.247,7.2,11.4,9.3,8.0,2.2,0.2,-0.2,0.2,0.0,0.006,-3.3,-0.5,-3.8,-0.1,
246,208.0,John Brisker,27.0,SEA,SG,21.0,,276.0,15.4,0.498,0.348,5.5,6.7,6.1,10.4,1.2,0.6,0.3,0.1,0.5,0.08,-0.7,-1.6,-2.3,0.0,
247,209.0,Bill Ligon,22.0,DET,SG,38.0,,272.0,11.8,0.409,0.175,5.7,4.8,5.3,14.5,1.4,1.8,-0.4,0.1,-0.2,-0.043,-2.8,-1.7,-4.5,-0.2,
248,210.0,Luke Witte,24.0,CLE,C,39.0,,271.0,12.5,0.388,0.323,14.9,21.2,18.0,7.5,0.7,4.5,-0.3,0.4,0.1,0.018,-3.6,0.0,-3.7,-0.1,
249,211.0,Leon Benbow,24.0,CHI,SG,39.0,,252.0,10.8,0.417,0.191,5.9,10.0,7.9,15.1,2.1,1.3,-0.2,0.4,0.2,0.033,-3.5,0.6,-2.9,0.0,
250,212.0,Walt Wesley,30.0,2TM,C,45.0,0.0,247.0,12.0,0.477,0.29,7.7,18.4,13.3,7.0,1.3,1.1,-0.1,0.3,0.2,0.046,-4.0,-0.1,-4.1,-0.1,
251,212.0,Walt Wesley,30.0,PHI,C,4.0,0.0,33.0,10.7,0.558,0.444,12.2,12.4,12.3,4.4,0.0,0.0,0.0,0.0,0.0,0.065,-4.0,-0.3,-4.4,0.0,
252,212.0,Walt Wesley,30.0,MIL,C,41.0,,214.0,12.2,0.467,0.274,7.1,19.4,13.4,7.4,1.5,1.2,-0.1,0.3,0.2,0.043,-4.0,-0.1,-4.1,-0.1,
253,213.0,Don Kojis,36.0,KCO,SF,21.0,,232.0,14.2,0.504,0.306,6.3,11.2,8.7,6.9,2.4,0.2,0.2,0.3,0.5,0.096,-1.6,-0.1,-1.6,0.0,
254,214.0,Owen Wells,24.0,HOU,SF,33.0,,214.0,12.9,0.451,0.22,6.2,12.0,9.1,15.2,2.0,0.8,-0.1,0.2,0.1,0.018,-3.1,-0.6,-3.7,-0.1,
255,215.0,Ben Clyde,22.0,BOS,SF,25.0,,157.0,11.3,0.454,0.125,9.6,16.3,13.0,4.5,1.4,1.0,0.0,0.2,0.2,0.066,-4.1,-0.2,-4.3,-0.1,
256,216.0,Don May,29.0,KCO,SF,29.0,,139.0,12.2,0.54,0.222,3.0,6.7,4.9,5.7,1.3,0.8,0.2,0.1,0.3,0.088,-2.7,-0.3,-3.0,0.0,
